IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
858,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia mengakui pertumpahan darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengakui berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",25.0,30.0,8.33,B,4
859,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah airku indonesia'],25.0,30.0,8.33,B,4
860,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra putri indonesia mengakui pertumpahan darah yang satu tanah air indonesia', 'kami putra putri indonesia mengakui berbangsa yang satu bangsa indonesia', 'kami putra putri indonesia menjunjung bahasa persatuan bahasa indonesia']",25.0,30.0,8.33,B,4
861,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia', 'menjunjung bahasa persatuan bahasa indonesia', 'kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah air indonesia']",25.0,30.0,8.33,B,4
862,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia', 'menjunjung bahasa persatuan bahasa indonesia']",25.0,30.0,8.33,B,4
863,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'menjunjung bahasa persatuan bahasa indonesia', 'kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia', 'mengaku berbangsa yang satu bangsa indonesia']",25.0,30.0,8.33,B,4
864,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah airku indonesia', 'kami putra dan putri indonesia', 'mengaku berbangsa yang satu bangsaku indonesia', 'kami putra dan putri indonesia', 'menjunjung bahasa persatuan bahasa indonesia']",25.0,30.0,8.33,B,4
865,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'mengaku bangsa yang satu yaitu bangsa indonesia', 'kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah air indonesia']",15.0,30.0,5.0,D,2
866,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'menjunjung bahasa persatuan indonesia', 'kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah air indonesia']",15.0,30.0,5.0,D,2
867,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra putri indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu bahasa indonesia', 'kami putra putri indonesia berjanji akan selalu bersatu', 'kami putra putri indonesia berjanji akan selalu rela berkorban']",15.0,30.0,5.0,D,2
868,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra putri indonesia menjunjung tinggi tanah air indonesia', 'kami putra putri indonesia menjunjung tinggi bahasa persatuan bahasa indonesia', 'kami putra putri indonesia menjunjung tinggi kesatuan dan persatuan negara indonesia']",15.0,30.0,5.0,D,2
