IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label
881,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Aset : contohnya terdapat di http://www.fastionline.org/ ; Struktur : contohnya terdapat di https://peripleo.pelagios.org/ui ; Servis/Layanan : contohnya terdapat di https://trawaca.id/asankey.php ; Display/Tampilan : contohnya terdapat di https://pleiades.stoa.org/,10,15,6.67,C,3
882,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Assets ; Structure ; Services ; Display,10,15,6.67,C,3
883,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.","Digitalisasi Aksara Jawa (https://www.sastra.org/huruf-jawa)
Assets nya gambar atau foto naskah aksara dalam format tulisan awal naskah dan/atau tulisan baru
yang telah disesuaikan serta
Structure metadata text ; Sevices kode Unicode ; Display dalam bentuk website",13,15,8.67,A,5
884,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Project Digital Humanities dari Situs Web Kumpulan Foto Perubahan Jogja Dulu Vs Sekarang (phinemo.com): Assets Contohnya : kumpulan file-file gambar mengenai perubahan jogja dulu dan sekarang ; Structure Contohnya : dari file-file tersebut akan menjadi sebuah informasi yang baru. ; Services Contohnya : layanan dari project tersebut yaitu server dan jaringan server. ; Display Contohnya : menampilkan gambar-gambar perubahan jogja dulu vs sekarang.,15,15,10.00,A,5
885,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.","Assets : File sastra aksara ; Structure : Scan text ; Services : OCR dengan metode CCL ; Display : Buku, digital teks",10,15,6.67,C,3
886,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Warna; Kecerahan (Brightness); Kontras (Contrast); Pola (Pattern); Volume (Volume); Tekstur (Texture).,1.5,15,1.00,E,1
887,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Warna; Kecerahan (Brightness); Kontras (Contrast); Detail (Detail); Simetri (Symmetry); Komposisi (Composition).,1.5,15,1.00,E,1
888,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Warna; Kecerahan (Brightness); Kontras (Contrast); Tekstur (Texture); Pola (Pattern); Dimensi (Dimension).,1.5,15,1.00,E,1
889,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.",Assets : Dokumen dalam bentuk file dari perpustakaan di Jawa Tengah dan Yogyakarta ; Structure : Mendata dari perpustakaan mana saja dokumen file itu berasal ; Service : Karena dalam bentuk website maka menggunakan Web Browser dan Server ; Display : Visualisasi data dalam bentuk grafik pada situs web,13.5,15,9.00,A,5
890,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.","Display : digital teks, Structure : scan text, Services : OCR metode CCL, Assets: file sastra aksarajawa berbentuk citra.",10,15,6.67,C,3
891,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.","Assets : contohnya, mengumpulkan banyak file-file dokumen dari perpustakaan yang ada di Yogyakarta dan Jawa Tengah dan yang sudah terstructur. ; Structure : contohnya, Ketika file-file dokumen sudah distrukturkan. Maka terdapat informasi yang sangat berguna seperti ada perpustakaan apa saja yang ada di Yogyakarta dan Jawa Tengah. ; Services : contohnya, project digital humanities tersebut dalam bentuk situs web, maka layananya menggunakan jaringan server. ; Display : contohnya, project tersebut ditampikan di situs web dalam bentuk grafik yang terdapat Kota - Perpustakaan - Nomor Indeks - Nama karya sastra -Pengarang/Pujangga - Tahun. NN: Tanpa nama, NY: Tanpa tahun.",15,15,10.00,A,5
892,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.","Aset Contohnya penyimpanan File. ; Struktur Contohnya arsitektur informasi ; layanan Contohnya sarana untuk mengakses asset, misalnya pelayan. Menampilkan : asset Harus diatur menggunakan informasi arsitektur untuk ditampilkan melalui kompleks Jasa. ; Display Contohnya buku, digital teks.",12,15,8.00,B,4
893,12,Sebutkan elemen dasar dari Digital Humanities dan berikan contoh konkrit dalam sebuah proyek nyata Digital Humanities di tiap elemennya,"Setiap proyek humaniora digital selalu ada 4 elemen dasar yang harus dipenuhi. Keempat elemen tersebut adalah aset, struktur, layanan (services), dan tampilan (display). Aset terkait dengan kumpulan atau repositori berkas yang bisa disebut juga dengan basis data. Sedangkan struktur itu menunjukkan bagaimana informasi dikelola dalam proyek tersebut dan gambarannya ditampilkan dalam bentuk arsitektur informasi. Layanan ini mencakup sarana yang disediakan atau sistem yang dibangun untuk mengakses aset atau informasi jika aset tersebut sudah diolah. Sebagai contoh adalah server, atau program aplikasi yang berbasis web ataupun piranti bergerak. Tampilan ini mencakup bagaimana aset tersebut diorganisasikan seperti yang tercermin di arsitektur informasinya agar bisa ditampilkan melalui layanan yang kompleks.","Aset : repositori file. Contoh: aksara nusantara ; Struktur : arsitektur informasi. Contoh: huruf, bentuk aksara ; Layanan : akses terhadap assets yaitu dengan melakukan observasi secara langsung naskah Aksara Jawa yang disimpan oleh Bapak R. Agus Sudjatmoko Surosudirdjo yang beralamat di Surabaya ; Tampilan : segmentasi tulisan aksara Jawa menggunakan adaptive threshold serta melakukan pelabelan aksara menggunakan connected component labeling.",10,15,6.67,C,3
