IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
516,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['bernafas dilautan atau alam bebas san 4ikan hidup', 'ikan didalam lautan alam bebas', 'seekor ikan hidup di']",0,"10,00","0,00",E,1
517,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah suatu habitat berkembang biak makhluk hidup', 'komunitas adalah 2 jenis hewan yang berbeda tetapi dalam satu habitat', 'ekositem adalah 1 hewan jenis yang berbeda tetapi dalam satu habitat']",1,"10,00","1,00",E,1
518,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah sejumlah hewan dan manusia di suatu tempat seperti hewan anjing yang berjumlah 5', 'ekosistem adalah suatu lingkungan yang saling ketergantungan antara makhluk hidup dengan yang lainnya seperti tumbuhan yang bergantung pada komponen abiotik seperti tanah air atau matahari', 'komunitas adalah sekumpulan hewan di area tertentu seperti sekumpulan unta di gurun sekumpulan ikan di laut']",10,"10,00","10,00",A,5
519,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['population adalah satu kelompok sejenis', 'community adalah makhluk hidup yang berada dalam 1 lingkungan', 'ecosystem adalah semua makhluk yang berada dalam satu lingkungan atau hubungan timbal balik tak terpisahkan antara makhluk hidup dengan lingkungannya']",7,"10,00","7,00",B,4
520,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['population adalah kumpulan hewan hewan sejenis', 'b adalah community adalah gabungan beberapa 2 jenis hewan yang di satuhkan', 'c adalah ecosystem adalah gabungan beberapa hewan dan beberapa batu batuan dan rumput atau tempat habitat dari beberapa gabungan tempat habitat']",3,"10,00","3,00",E,1
521,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah jumlah hewan contoh adalah populasi harimau sumatra mulai punah', 'komunitas adalah sekompulan hewan atau orang yang sedang bersama sama contoh adalah terdapat komunitas pecinta hewan di tempat tersebut terdapat orang yang menyukai semua hewan', 'ekosistem adalah ketika mahkluk hidup air tanah dll bersatu']",1,"10,00","1,00",E,1
522,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah setiap makhluk hidup memiliki spesies yang sama', 'komunitas adalah setiap makhluk hidup memiliki kegiatan yang berbeda beda', 'ekosistem adalah setiap makhluk hidup memiliki kehidupan yang berbeda beda']",3,"10,00","3,00",E,1
523,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah sekelompok hewan dengan jenis yang sama', 'komunitas adalah sekolompok hewan', 'ekosistem adalah sekolompok hewan dan beberapa tumbuhan']",3,"10,00","3,00",E,1
524,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['ekositem adalah sekumpulan makluk hidup entah itu hidup di air ataupun hidup di daratan contohnya seperti gambar pada di atas ikan hidup di laut bersama rumput laut bintang laut batu dan pasir laut', 'komonitas adalah berbagai macam makluk hidup yang ada di sekitar itu contohnya seperti ikan yang hidup di laut bersama hewan lainnya', 'populasi adalah pengelompokkan hewan contohnya seperti gambar di atas menunjukkan bahwa populasi ikannya ada 4']",1,"10,00","1,00",E,1
525,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah kumpulan hewan yang sama', 'komunitas adalah kumpulan berberapa populasi', 'ekosistem adalah interaksi antara benda mati dan mahluk hidup']",10,"10,00","10,00",A,5
526,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah makhluk hidup sejenis yang tinggal dalam suatu ekosistem contohnya ikan yang tinggal di lautan', 'komunitas adalah sekumpulan makhluk hidup dalam suatu tempat tertentu contohnya sekumpulan ikan rumput laut terumbu karang dll', 'ekosistem adalah suatu sistem ekologi yang terbentuk oleh hubungan timbal balik yang tak terpisahkan antara makhluk hidup dengan lingkungan itu sendiri']",10,"10,00","10,00",A,5
527,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah perkumpulan individu atau kelompok yang hidup bersama sama di suatu tempat', 'komunitas komonitas terjadi saat dua spesies hewan atau bisa lebih hidup di wilayah yang sama', 'ekosistem adalah kumpulan benda abiotik dan biotik yang terdapat dalam sebuah lingkungan dari mahluk hidup']",10,"10,00","10,00",A,5
528,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah adalah sekelompok makhluk hidu yang hidup di daerah tertentu', 'ekosistem adalah adalah hubungan timbal balik makhluk hidup dan lingkungan nya', 'komunitas adalah adalah kelompok yang terbentuk oleh semua makhluk hidup di daerah tertentu']",10,"10,00","10,00",A,5
529,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah jumlah suatu mahkluk hidup yang sejenis yang tinggal di alamnya seperrti ikan kerapu yang tinggal di laut', 'community adalah kumpulan mahkluk hidup yang sejenis seperti kumpulan ikan kerapu', 'ecosystem adalah habitat yang masi lengkap untuk ditempati mahkluk hidup']",3,"10,00","3,00",E,1
530,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah sekumpulan organisme yang sejenis contohnya sekumpulan serangga atau jenis jenis ikan', 'komunitas adalah sekumpulan sebuah populasi atau spesies yang berbeda contohnya ketika sejenis kumpulan ikan yang tinggal bersama ubur ubur', 'ekosistem adalah semua kumpulan secara dinamis yang terdiri atas berbagai spesies contohnya seperti akuarium yang berisikan batu kerikil daun daunan atau tumbuhan yang diberi ikan hias atau makhluk hidup seperti manusia yang sedang pergi ke kebun binatang']",10,"10,00","10,00",A,5
531,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi populasi adalah perkumpulan sebuah individu atau kelompok sejenis yang tinggal bersama di daerah atau area tertentu', 'komunitas komunitas terjadi saat 2 species atau lebih tinggal bersama di wilayah geografis secara bersama sama di waktu yang sama', 'ekosistem ekosistem terdiri dari abiotik dan biotik yang saling berhubungan di lingkungan tertentu']",10,"10,00","10,00",A,5
532,9,"['jelaskan perbedaan populasi ekosistem dan komunitas', 'dan berilah masing masing contohnya']","['populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu contohnya sekumpulan kambing di padang rumput', 'komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu contohnya seluruh organisme yang ada di sawah adalah padi tikus belalang', 'ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi contohnya ekosistem danau yang terdiri atas organisme dan komponennya']","['populasi adalah jumlah hewan pada ekosistem tertentu', 'komunitas adalah mahkluk hidup yang ada pada ekosistem tertentu', 'ekosistem adalah tempat di mana mahkluk hidup hewan dan tumbuhan terjadinya timbal balik']",7,"10,00","7,00",B,4
