IDJwb,IDPSJ,grade,psj_idx,grade_num,is_synthetic,inverse_words
851,2,7,1,7,0,"Not responding adalah ketika sebuah program tidak merespon perintah kita untuk sesaat, biasanya karena sedang sibuk, dan ada kemungkinan bisa kembali berjalan normal. Sedangkan hang terjadi ketika program tersebut berhenti total, tidak bisa melanjutkan operasinya sama sekali dan biasanya harus ditutup paksa atau di-restart."
852,2,9,1,9,0,"Not responding adalah kondisi di mana sebuah aplikasi tidak memberikan tanggapan terhadap perintah dari pengguna atau sistem operasi untuk jangka waktu tertentu, namun seringkali ini hanya sementara dan aplikasi dapat pulih kembali. Sedangkan hang adalah situasi di mana aplikasi benar-benar berhenti berfungsi, tidak merespons sama sekali, dan sistem tidak dapat memulihkannya secara otomatis, sehingga biasanya memerlukan penutupan paksa."
853,2,9,1,9,0,"Not responding terjadi ketika sebuah program tidak menanggapi masukan pengguna atau permintaan sistem operasi dalam kurun waktu tertentu, namun biasanya keadaan ini bersifat sementara dan aplikasi memiliki potensi untuk kembali berfungsi normal setelah menyelesaikan proses yang membebani. Sementara itu, hang merujuk pada kondisi di mana aplikasi benar-benar beku dan tidak bisa lagi menjalankan operasi apapun, seringkali menandakan adanya deadlock atau kegagalan fatal yang membuat sistem tidak dapat memulihkan aplikasi tersebut secara mandiri, sehingga memerlukan penutupan paksa."
854,3,2,2,2,0,Mounting itu cara mengcopy atau memindahkan data dari partisi satu ke partisi lain di hardisk.
855,3,2,2,2,0,Mounting adalah proses membagi ukuran kapasitas hardisk menjadi beberapa volume yang lebih kecil.
856,3,2,2,2,0,Proses memformat partisi atau flashdisk agar bisa digunakan kembali oleh sistem operasi.
857,3,2,2,2,0,Mounting yaitu tindakan menghapus data pada sebuah partisi agar penyimpanannya menjadi kosong.
858,3,2,2,2,0,Perintah dasar untuk mengunci partisi atau volume agar aman dari virus komputer.
859,3,3,2,3,0,Mounting adalah menambahkan kapasitas penyimpanan fisik pada suatu volume di dalam komputer.
860,3,3,2,3,0,Sebuah cara untuk memindahkan letak direktori file sistem dari komputer ke hardisk eksternal.
861,3,3,2,3,0,Mounting merupakan perangkat keras tambahan yang digunakan untuk membaca volume partisi komputer.
862,3,3,2,3,0,Proses mengubah format file system dari FAT32 menjadi NTFS pada sebuah partisi.
863,3,3,2,3,0,Tindakan menyalakan atau merestart sistem operasi agar bisa membaca flashdisk yang baru dicolok.
864,3,4,2,4,0,Mounting adalah proses mengenalkan sebuah partisi ke sistem operasi agar partisinya muncul dan mendapatkan huruf drive di komputer.
865,3,5,2,5,0,Proses menghubungkan volume penyimpanan fisik ke sistem file komputer agar isinya bisa dibuka.
866,3,5,2,5,0,Mounting adalah mengaitkan partisi baru ke dalam sistem komputer supaya direktori utamanya bisa membaca keberadaan file tersebut.
867,3,5,2,5,0,Sebuah proses dimana OS mendeteksi adanya partisi penyimpanan dan meletakkannya pada direktori tertentu agar terbaca.
868,3,5,2,5,0,Tindakan memasang atau me-load file system pada sebuah partisi agar foldernya bisa diakses oleh pengguna.
869,3,7,2,7,0,Mounting adalah mengaitkan sebuah storage volume ke direktori sistem operasi agar isi partisi tersebut dapat diakses dan digunakan oleh user.
870,3,7,2,7,0,Proses memasangkan partisi penyimpanan pada suatu node di komputer sehingga file system di dalamnya tersedia untuk dibaca.
871,3,7,2,7,0,Tindakan menghubungkan suatu partisi penyimpanan ke dalam struktur direktori sistem komputer agar datanya bisa diakses secara lokal.
872,3,7,2,7,0,Mounting merupakan cara sistem operasi untuk memasangkan volume baru agar dikenali dan file di dalamnya bisa dibaca melalui direktori.
873,3,7,2,7,0,Proses di mana partisi atau volume dihubungkan ke titik mount (mount point) pada OS sehingga sistem bisa membaca informasi di dalamnya.
874,3,9,2,9,0,"Memasangkan sebuah partisi atau storage volume ke sebuah node yang dapat diakses oleh sistem komputer, sehingga sistem operasi dapat membaca file system dari volume tersebut."
875,3,9,2,9,0,"Proses mengaitkan storage volume ke suatu node pada sistem komputer, yang bertujuan agar filesystem dikenali dan dibaca oleh sistem operasi beserta isinya."
876,3,9,2,9,0,Tindakan mengaitkan suatu partisi (storage volume) ke titik akses direktori di sistem komputer agar OS bisa membaca file system untuk mengetahui isi volume itu.
877,3,9,2,9,0,Mounting adalah memasangkan volume penyimpanan ke sebuah node sistem komputer agar sistem operasi bisa membaca filesystem dan seluruh informasi dari volume tersebut.
878,3,9,2,9,0,"Proses menautkan storage volume pada sebuah node yang bisa diakses sistem komputer, di mana filesystemnya akan dibaca oleh OS untuk mengenali informasi isi partisi tersebut."
879,4,1,3,1,0,Penyimpanan fisik itu seperti flashdisk sedangkan logis itu seperti monitor.
880,4,1,3,1,0,"Representasi fisik adalah ukuran komputer, sedangkan logis adalah kecepatan internetnya."
881,4,1,3,1,0,"Penyimpanan fisik artinya data disimpan di dalam CPU, penyimpanan logis tidak ada bentuknya."
882,4,1,3,1,0,Saya tidak tahu apa yang dimaksud dengan representasi fisik dan logis.
883,4,1,3,1,0,"Fisik adalah bentuk barangnya seperti keyboard, logis adalah softwarenya seperti microsoft word."
884,4,2,3,2,0,Penyimpanan fisik adalah perangkat keras seperti CPU. Representasi logis adalah jaringan internet yang menyambungkan komputer. Contohnya kabel lan dan wifi.
885,4,2,3,2,0,Representasi fisik itu berarti menyimpan file di flashdisk. Logis berarti file tersebut dihapus. Contohnya file word.
886,4,2,3,2,0,"Fisik adalah memori yang bisa dipegang, logis adalah aplikasi. Contoh fisik RAM, contoh logis game."
887,4,3,3,3,0,"Representasi fisik adalah hardware tempat kita menyimpan data seperti HDD. Representasi logis adalah software yang kita gunakan. Contoh fisik adalah hardisk eksternal, logis adalah sistem operasi Windows."
888,4,3,3,3,0,Penyimpanan fisik adalah tempat data di perangkat keras. Logis adalah bentuk datanya sementara. Contoh fisik: memori. Contoh logis: cache.
889,4,5,3,5,0,"Representasi fisik menunjukkan letak file di dalam harddisk. Logis adalah tampilan file tersebut. Contoh fisik adalah sektor harddisk, contoh logis adalah file mp3."
890,4,5,3,5,0,"Penyimpanan fisik berkaitan dengan perangkat keras tempat data ditaruh. Penyimpanan logis adalah bagaimana folder disusun. Contoh logis adalah direktori C, fisik adalah piringan disk."
891,4,5,3,5,0,"Representasi fisik mengatur cara komputer menaruh data di hardware. Representasi logis mengatur cara manusia melihat data tersebut. Contohnya fisik menggunakan bahasa mesin, logis menggunakan bahasa manusia."
892,4,5,3,5,0,"Fisik adalah cara komputer menyimpan bit data di memori. Logis adalah cara kita melihat file itu utuh di layar. Contoh fisik adalah biner, logis adalah nama file."
893,4,8,3,8,0,"Representasi fisik adalah cara komputer menyimpan dan mengenali lokasi data di media penyimpanan, biasanya dibaca oleh mesin. Representasi logis adalah struktur yang dilihat oleh pengguna untuk memudahkan akses data. Contoh fisik: lokasi data di blok atau sektor memori. Contoh logis: letak file di dalam folder D:/Tugas/laporan.pdf."
894,4,8,3,8,0,"Penyimpanan fisik merujuk pada letak alamat sebenarnya dari sebuah data di dalam perangkat keras seperti harddisk, yang digunakan oleh sistem. Penyimpanan logis adalah tampilan yang disajikan sistem operasi kepada user berupa struktur direktori. Contoh fisik: alamat memori tempat data disimpan. Contoh logis: drive C:/ atau D:/."
895,4,8,3,8,0,Representasi fisik adalah penempatan data berupa bit-bit di lokasi fisik media penyimpanan (seperti track/sektor di HDD). Representasi logis adalah pengorganisasian data dalam bentuk file dan folder agar mudah dipahami manusia. Contoh fisik: alamat sektor 0x00A1 pada disk. Contoh logis: path C:/Users/Documents/file.txt.
896,4,8,3,8,0,"Konsep penyimpanan fisik adalah bagaimana data dialokasikan pada ruang penyimpanan perangkat keras menggunakan pengalamatan tertentu oleh sistem komputer. Penyimpanan logis adalah abstraksi dari penyimpanan fisik tersebut agar ramah pengguna. Contoh logisnya kita melihat file berformat .docx di folder 'Tugas', sedangkan fisik adalah urutan biner data tersebut di dalam disk."
897,4,8,3,8,0,Representasi fisik berfokus pada alamat aktual data di hardware yang direpresentasikan dalam kode biner/hexa untuk komputer. Representasi logis adalah cara manusia mengidentifikasi file melalui nama dan lokasi direktori. Contoh fisik: lokasi bit di memory address. Contoh logis: letak dokumen di E:/Data/foto.jpg.
898,4,9,3,9,0,Representasi fisik adalah cara sistem komputer mengkodekan alamat lokasi data di media penyimpanan (seperti HDD/SSD) menggunakan bilangan biner atau hexadesimal. Representasi logis adalah tampilan struktur data berupa drive dan folder yang dibuat agar mudah dimengerti pengguna (manusia). Contoh fisik: alamat biner 11001010 di disk. Contoh logis: path direktori D:/Music/lagu.mp3.
899,4,9,3,9,0,Penyimpanan fisik adalah pengkodean lokasi aktual sebuah data di dalam memori atau harddisk menggunakan format biner atau hex yang dibaca oleh sistem. Penyimpanan logis adalah representasi hirarki file dan folder yang ditujukan bagi manusia. Contoh fisik: alamat memori 0x7FFF. Contoh logis: lokasi file di C:/Program Files/app.exe.
900,4,9,3,9,0,"Representasi fisik mengacu pada lokasi sebenarnya dari data pada perangkat keras yang menggunakan bahasa mesin (biner/hexa) agar bisa diakses sistem komputer. Representasi logis adalah abstraksi untuk user berupa path direktori. Contoh fisik adalah kode pengalamatan seperti 10101100. Contoh logis adalah folder penyimpanannya, misalnya C:/Users/Public/dokumen.pdf."
901,4,9,3,9,0,Representasi fisik adalah pengalamatan lokasi data di harddisk menggunakan bilangan biner/heksadesimal yang ditujukan untuk sistem komputer itu sendiri. Representasi logis adalah cara manusia melihat data menggunakan nama drive dan folder. Contoh representasi logis adalah C:/Downloads/file.zip. Sedangkan contoh fisik adalah lokasi data dalam format biner seperti 11010010.
902,4,10,3,10,0,"Representasi fisik adalah metode pengkodean alamat yang mengindikasikan letak data secara fisik pada media penyimpanan menggunakan bilangan biner atau hexadesimal, yang ditujukan agar sistem komputer dapat menyimpan dan menemukan kembali data tersebut. Representasi logis adalah struktur pengorganisasian data yang ditujukan bagi manusia sebagai pengguna, menggunakan nama jalur (drive), folder, dan subfolder. Contoh representasi logis adalah penempatan file di C:/lectures/genap24/namafile.docx. Sementara contoh representasi fisik adalah alamat lokasi dalam bilangan biner seperti 10010110."
903,5,2,4,2,0,Critical section adalah bagian dari memori komputer yang rusak dan tidak bisa diakses lagi oleh sistem operasi.
904,5,2,4,2,0,Sebuah tempat di mana proses disimpan sementara sebelum dihapus oleh CPU.
905,5,2,4,2,0,Critical section yaitu kondisi komputer mengalami error parah dan harus direstart agar proses bisa berjalan kembali.
906,5,2,4,2,0,Kondisi di mana sebuah program berhenti berjalan karena kekurangan kapasitas memori.
907,5,2,4,2,0,Bagian dari hardware komputer yang bertugas memproses jalannya sebuah aplikasi secara kritis.
908,5,4,4,4,0,Critical section adalah baris kode yang sangat penting dalam sebuah program dan harus dieksekusi pertama kali oleh sistem.
909,5,4,4,4,0,Sebuah bagian dari program yang digunakan khusus untuk memproses dan menyimpan data-data penting milik pengguna.
910,5,4,4,4,0,Critical section merupakan area di dalam sistem operasi yang bertugas mengatur jalannya memori agar tidak penuh.
911,5,4,4,4,0,Bagian proses yang memanipulasi data di dalam memori agar tidak terjadi error pada komputer saat aplikasi berjalan.
912,5,4,4,4,0,Segmen kode utama yang mengatur semua jadwal dan antrean proses yang ada di dalam CPU.
913,5,7,4,7,0,Critical section adalah segmen kode pada sebuah proses yang digunakan untuk mengakses dan mengubah memori yang digunakan secara bersama-sama oleh beberapa proses.
914,5,7,4,7,0,Bagian dari instruksi program di mana proses melakukan pembacaan atau penulisan pada variabel atau data yang di-share dengan proses lain.
915,5,7,4,7,0,Critical section merupakan area kode program yang mengakses shared resource atau memori bersama pada saat suatu proses sedang berjalan.
916,5,8,4,8,0,"Critical section adalah segmen kode yang mengakses shared memory secara bersamaan, di mana hal ini bisa menyebabkan terjadinya balapan antardata atau race condition jika tidak diatur dengan baik."
917,5,8,4,8,0,"Bagian dari sebuah proses yang mengakses sumber daya bersama. Jika ada beberapa proses yang masuk ke critical section ini pada waktu yang sama, hal tersebut dapat mengakibatkan data menjadi tidak valid."
918,5,9,4,9,0,"Critical section adalah segmen instruksi dari suatu proses yang mengakses memori atau sumber daya bersama (shared memory), yang dapat memicu terjadinya race condition dan menghasilkan data yang tidak valid jika dieksekusi berbarengan oleh banyak proses."
919,5,9,4,9,0,"Sebuah bagian kode dalam proses yang memanipulasi shared data. Jika dieksekusi secara bersamaan oleh lebih dari satu thread atau proses, ini dapat menyebabkan race condition sehingga data akhir menjadi tidak konsisten atau invalid."
920,5,9,4,9,0,Critical section merujuk pada bagian instruksi program yang berinteraksi dengan shared memory. Akses konkuren (bersamaan) pada bagian ini bisa mengakibatkan data yang tidak valid karena timbulnya race condition.
921,5,9,4,9,0,"Segmen kode di mana sebuah proses mengakses dan mengubah sumber daya yang dibagikan. Jika eksekusi dilakukan secara bersamaan tanpa adanya sinkronisasi, akan terjadi kondisi race condition yang membuat integritas data menjadi tidak valid."
922,5,9,4,9,0,Bagian spesifik dari kode proses yang melakukan akses ke memori bersama. Eksekusi bersamaan pada critical section ini berpotensi besar menghasilkan data yang tidak valid akibat terjadinya kondisi balapan (race condition) antar proses.
923,6,2,5,2,0,Algoritma peterson sangat cepat untuk mengeksekusi proses dan tidak butuh memori.
924,6,2,5,2,0,Karena algoritma peterson bisa menghentikan komputer saat terjadi lag atau error pada penjadwalan.
925,6,2,5,2,0,Penjadwalan pada algoritma peterson dilakukan dengan menghapus file sampah di memori.
926,6,2,5,2,0,Algoritma ini mengubah antrean proses menjadi file sehingga mudah dibaca sistem operasi.
927,6,2,5,2,0,Karena algoritma Peterson menggunakan bahasa pemrograman yang sangat cocok untuk sistem komputer.
928,6,3,5,3,0,Karena algoritma peterson membagi memori menjadi dua bagian agar proses bisa berjalan berurutan.
929,6,3,5,3,0,Algoritma Peterson bekerja dengan cara menjadwalkan proses yang paling pendek terlebih dahulu agar tidak menunggu lama.
930,6,3,5,3,0,Peterson menghentikan sementara proses yang sedang berjalan untuk memberikan waktu ke CPU.
931,6,3,5,3,0,Karena algoritma ini mengatur kecepatan prosesor dalam menyelesaikan banyak file sekaligus.
932,6,3,5,3,0,Algoritma peterson menggunakan antrean (queue) yang memprioritaskan proses paling penting untuk didahulukan.
933,6,4,5,4,0,Karena algoritma Peterson menggunakan variabel turn dan flag untuk membagi memori bersama pada penjadwalan proses.
934,6,4,5,4,0,Algoritma ini bisa mengatasi masalah dengan cara mengunci proses agar tidak bertabrakan saat dieksekusi oleh CPU.
935,6,4,5,4,0,Peterson digunakan karena ia bisa mencegah terjadinya deadlock pada sistem operasi saat ada dua proses.
936,6,4,5,4,0,Karena ia memberikan giliran pada masing-masing proses untuk berjalan sehingga tidak ada bentrok.
937,6,4,5,4,0,Algoritma peterson bisa mengatur urutan masuknya data ke dalam memori komputer agar penjadwalannya rapi.
938,6,8,5,8,0,Karena algoritma Peterson mampu mengatasi masalah critical section dengan menjamin dua syarat utama yaitu mutual exclusion dan progress.
939,6,8,5,8,0,Algoritma Peterson digunakan karena memastikan tidak ada dua proses yang masuk bersamaan (mutual exclusion) dan memastikan adanya bounded waiting.
940,6,8,5,8,0,Karena algoritma ini dapat mencegah masalah critical section dengan memenuhi syarat progress dan mutual exclusion agar sistem berjalan lancar.
